,id_lancamento,id_centro_custo,id_forma_pagamento,dt_vencimento,valor,dt_pagamento,dt_competencia,ds_periodicidade,id_centro_resultado,valor_rateado,etapa_rateio,ds_canal_aquisicao,ds_segmento
0,48102081,81044,402884,2024-11-19,-900.0,2024-11-19,2024-11-19,,204,-0.3971934188477867,1,canalA,segmento-D
1,48102081,81044,402884,2024-11-19,-900.0,2024-11-19,2024-11-19,,204,-251.75420045671288,1,canalA,segmento-M
2,48102081,81044,402884,2024-11-19,-900.0,2024-11-19,2024-11-19,,204,-151.75112149875633,1,canalA,segmento-R
3,48102081,81044,402884,2024-11-19,-900.0,2024-11-19,2024-11-19,,204,-152.28656558583413,1,canalA,segmento-S
4,48102081,81044,402884,2024-11-19,-900.0,2024-11-19,2024-11-19,,204,-179.78936019006574,1,canalB,segmento-M
5,48102081,81044,402884,2024-11-19,-900.0,2024-11-19,2024-11-19,,204,-3.0250804931163984,1,canalB,segmento-R
6,48102081,81044,402884,2024-11-19,-900.0,2024-11-19,2024-11-19,,204,-160.99647835666661,1,canalB,segmento-S
7,44831103,0,472504,2024-11-06,-405.29,,2024-11-06,M1,100,-0.1788650230275772,1,canalA,segmento-D
8,44831103,0,472504,2024-11-06,-405.29,,2024-11-06,M1,100,-113.37051100344574,1,canalA,segmento-M
9,44831103,0,472504,2024-11-06,-405.29,,2024-11-06,M1,100,-68.3369022580344,1,canalA,segmento-R
10,44831103,0,472504,2024-11-06,-405.29,,2024-11-06,M1,100,-68.57802462920301,1,canalA,segmento-S
11,44831103,0,472504,2024-11-06,-405.29,,2024-11-06,M1,100,-80.96314421270193,1,canalB,segmento-M
12,44831103,0,472504,2024-11-06,-405.29,,2024-11-06,M1,100,-1.3622609700612724,1,canalB,segmento-R
13,44831103,0,472504,2024-11-06,-405.29,,2024-11-06,M1,100,-72.50029190352602,1,canalB,segmento-S
14,44831102,0,472504,2024-10-06,-405.29,,2024-10-06,M1,100,-0.1788650230275772,1,canalA,segmento-D
15,44831102,0,472504,2024-10-06,-405.29,,2024-10-06,M1,100,-113.37051100344574,1,canalA,segmento-M
16,44831102,0,472504,2024-10-06,-405.29,,2024-10-06,M1,100,-68.3369022580344,1,canalA,segmento-R
17,44831102,0,472504,2024-10-06,-405.29,,2024-10-06,M1,100,-68.57802462920301,1,canalA,segmento-S
18,44831102,0,472504,2024-10-06,-405.29,,2024-10-06,M1,100,-80.96314421270193,1,canalB,segmento-M
19,44831102,0,472504,2024-10-06,-405.29,,2024-10-06,M1,100,-1.3622609700612724,1,canalB,segmento-R
20,44831102,0,472504,2024-10-06,-405.29,,2024-10-06,M1,100,-72.50029190352602,1,canalB,segmento-S
21,46455351,0,402853,2024-10-15,-1.14,2024-10-15,2024-10-15,,100,-0.0005031116638738631,1,canalA,segmento-D
22,46455351,0,402853,2024-10-15,-1.14,2024-10-15,2024-10-15,,100,-0.3188886539118363,1,canalA,segmento-M
23,46455351,0,402853,2024-10-15,-1.14,2024-10-15,2024-10-15,,100,-0.192218087231758,1,canalA,segmento-R
24,46455351,0,402853,2024-10-15,-1.14,2024-10-15,2024-10-15,,100,-0.1928963164087232,1,canalA,segmento-S
25,46455351,0,402853,2024-10-15,-1.14,2024-10-15,2024-10-15,,100,-0.22773318957408323,1,canalB,segmento-M
26,46455351,0,402853,2024-10-15,-1.14,2024-10-15,2024-10-15,,100,-0.0038317686246141045,1,canalB,segmento-R
27,46455351,0,402853,2024-10-15,-1.14,2024-10-15,2024-10-15,,100,-0.20392887258511103,1,canalB,segmento-S
28,27825066,0,402856,2024-10-08,-79.99,,2024-10-08,M1,100,-0.035301668415149395,1,canalA,segmento-D
29,27825066,0,402856,2024-10-08,-79.99,,2024-10-08,M1,100,-22.375353882813847,1,canalA,segmento-M
30,27825066,0,402856,2024-10-08,-79.99,,2024-10-08,M1,100,-13.487302454095019,1,canalA,segmento-R
31,27825066,0,402856,2024-10-08,-79.99,,2024-10-08,M1,100,-13.534891534678746,1,canalA,segmento-S
32,27825066,0,402856,2024-10-08,-79.99,,2024-10-08,M1,100,-15.979278801781508,1,canalB,segmento-M
33,27825066,0,402856,2024-10-08,-79.99,,2024-10-08,M1,100,-0.2688624318270897,1,canalB,segmento-R
34,27825066,0,402856,2024-10-08,-79.99,,2024-10-08,M1,100,-14.309009226388625,1,canalB,segmento-S
35,46117453,81044,402853,2024-10-11,-559.4,2024-10-11,2024-10-02,,204,-0.24687777611494652,1,canalA,segmento-D
36,46117453,81044,402853,2024-10-11,-559.4,2024-10-11,2024-10-02,,204,-156.47922192831686,1,canalA,segmento-M
37,46117453,81044,402853,2024-10-11,-559.4,2024-10-11,2024-10-02,,204,-94.32175262933809,1,canalA,segmento-R
38,46117453,81044,402853,2024-10-11,-559.4,2024-10-11,2024-10-02,,204,-94.65456087635067,1,canalA,segmento-S
39,46117453,81044,402853,2024-10-11,-559.4,2024-10-11,2024-10-02,,204,-111.74907565591418,1,canalB,segmento-M
40,46117453,81044,402853,2024-10-11,-559.4,2024-10-11,2024-10-02,,204,-1.880255586499237,1,canalB,segmento-R
41,46117453,81044,402853,2024-10-11,-559.4,2024-10-11,2024-10-02,,204,-100.0682555474659,1,canalB,segmento-S
42,46125965,0,402856,2024-11-04,-182.74,2024-11-04,2024-10-01,,100,-0.08064791706693838,1,canalA,segmento-D
43,46125965,0,402856,2024-11-04,-182.74,2024-11-04,2024-10-01,,100,-51.117291768288574,1,canalA,segmento-M
44,46125965,0,402856,2024-11-04,-182.74,2024-11-04,2024-10-01,,100,-30.81222215853637,1,canalA,segmento-R
45,46125965,0,402856,2024-11-04,-182.74,2024-11-04,2024-10-01,,100,-30.920941105728144,1,canalA,segmento-S
46,46125965,0,402856,2024-11-04,-182.74,2024-11-04,2024-10-01,,100,-36.505230756814015,1,canalB,segmento-M
47,46125965,0,402856,2024-11-04,-182.74,2024-11-04,2024-10-01,,100,-0.6142257881245452,1,canalB,segmento-R
48,46125965,0,402856,2024-11-04,-182.74,2024-11-04,2024-10-01,,100,-32.6894405054414,1,canalB,segmento-S
49,46126417,0,402856,2024-11-04,-3374.96,2024-11-04,2024-10-01,,100,-1.4894576676383624,1,canalA,segmento-D
50,46126417,0,402856,2024-11-04,-3374.96,2024-11-04,2024-10-01,,100,-944.0670626370975,1,canalA,segmento-M
51,46126417,0,402856,2024-11-04,-3374.96,2024-11-04,2024-10-01,,100,-569.0599611260474,1,canalA,segmento-R
52,46126417,0,402856,2024-11-04,-3374.96,2024-11-04,2024-10-01,,100,-571.0678526550741,1,canalA,segmento-S
53,46126417,0,402856,2024-11-04,-3374.96,2024-11-04,2024-10-01,,100,-674.2021100745158,1,canalB,segmento-M
54,46126417,0,402856,2024-11-04,-3374.96,2024-11-04,2024-10-01,,100,-11.343917401164578,1,canalB,segmento-R
55,46126417,0,402856,2024-11-04,-3374.96,2024-11-04,2024-10-01,,100,-603.7296384384617,1,canalB,segmento-S
56,46209725,81044,402853,2024-10-10,-7517.66,2024-10-10,2024-10-01,,204,-3.3177389745947243,1,canalA,segmento-D
57,46209725,81044,402853,2024-10-10,-7517.66,2024-10-10,2024-10-01,,204,-2102.891647339347,1,canalA,segmento-M
58,46209725,81044,402853,2024-10-10,-7517.66,2024-10-10,2024-10-01,,204,-1267.5703733848227,1,canalA,segmento-R
59,46209725,81044,402853,2024-10-10,-7517.66,2024-10-10,2024-10-01,,204,-1272.0429140466686,1,canalA,segmento-S
60,46209725,81044,402853,2024-10-10,-7517.66,2024-10-10,2024-10-01,,204,-1501.7725350293883,1,canalB,segmento-M
61,46209725,81044,402853,2024-10-10,-7517.66,2024-10-10,2024-10-01,,204,-25.26836291097936,1,canalB,segmento-R
62,46209725,81044,402853,2024-10-10,-7517.66,2024-10-10,2024-10-01,,204,-1344.7964283141982,1,canalB,segmento-S
63,46867563,81044,402884,2024-09-10,-407.69,,2024-10-01,,204,-0.17992420547783794,1,canalA,segmento-D
64,46867563,81044,402884,2024-09-10,-407.69,,2024-10-01,,204,-114.04185553799698,1,canalA,segmento-M
65,46867563,81044,402884,2024-09-10,-407.69,,2024-10-01,,204,-68.7415719153644,1,canalA,segmento-R
66,46867563,81044,402884,2024-09-10,-407.69,,2024-10-01,,204,-68.9841221374319,1,canalA,segmento-S
67,46867563,81044,402884,2024-09-10,-407.69,,2024-10-01,,204,-81.44258250654211,1,canalB,segmento-M
68,46867563,81044,402884,2024-09-10,-407.69,,2024-10-01,,204,-1.3703278513762494,1,canalB,segmento-R
69,46867563,81044,402884,2024-09-10,-407.69,,2024-10-01,,204,-72.92961584581046,1,canalB,segmento-S
70,46991619,81044,433996,2024-10-01,-3767.77,,2024-10-01,,204,-1.6628149419245837,1,canalA,segmento-D
71,46991619,81044,433996,2024-10-01,-3767.77,,2024-10-01,,204,-1053.9465820608768,1,canalA,segmento-M
72,46991619,81044,433996,2024-10-01,-3767.77,,2024-10-01,,204,-635.2925811659657,1,canalA,segmento-R
73,46991619,81044,433996,2024-10-01,-3767.77,,2024-10-01,,204,-637.5341702414869,1,canalA,segmento-S
74,46991619,81044,433996,2024-10-01,-3767.77,,2024-10-01,,204,-752.6721751592488,1,canalB,segmento-M
75,46991619,81044,433996,2024-10-01,-3767.77,,2024-10-01,,204,-12.66423058838797,1,canalB,segmento-R
76,46991619,81044,433996,2024-10-01,-3767.77,,2024-10-01,,204,-673.9974458421086,1,canalB,segmento-S
77,47475181,0,402853,2024-10-31,-57.83,2024-10-31,2024-10-31,,100,-0.025521883791075003,1,canalA,segmento-D
78,47475181,0,402853,2024-10-31,-57.83,2024-10-31,2024-10-31,,100,-16.176606013790785,1,canalA,segmento-M
79,47475181,0,402853,2024-10-31,-57.83,2024-10-31,2024-10-31,,100,-9.750852618081199,1,canalA,segmento-R
80,47475181,0,402853,2024-10-31,-57.83,2024-10-31,2024-10-31,,100,-9.78525787536532,1,canalA,segmento-S
81,47475181,0,402853,2024-10-31,-57.83,2024-10-31,2024-10-31,,100,-11.552465221990555,1,canalB,segmento-M
82,47475181,0,402853,2024-10-31,-57.83,2024-10-31,2024-10-31,,100,-0.19437822768546814,1,canalB,segmento-R
83,47475181,0,402853,2024-10-31,-57.83,2024-10-31,2024-10-31,,100,-10.344918159295588,1,canalB,segmento-S
84,47475174,0,402853,2024-10-31,-239.59,2024-10-31,2024-10-31,,100,-0.10573730135749024,1,canalA,segmento-D
85,47475174,0,402853,2024-10-31,-239.59,2024-10-31,2024-10-31,,100,-67.01976543047094,1,canalA,segmento-M
86,47475174,0,402853,2024-10-31,-239.59,2024-10-31,2024-10-31,,100,-40.397834666541144,1,canalA,segmento-R
87,47475174,0,402853,2024-10-31,-239.59,2024-10-31,2024-10-31,,100,-40.5403758319,1,canalA,segmento-S
88,47475174,0,402853,2024-10-31,-239.59,2024-10-31,2024-10-31,,100,-47.861925342153164,1,canalB,segmento-M
89,47475174,0,402853,2024-10-31,-239.59,2024-10-31,2024-10-31,,100,-0.8053100392730643,1,canalB,segmento-R
90,47475174,0,402853,2024-10-31,-239.59,2024-10-31,2024-10-31,,100,-42.859051388304174,1,canalB,segmento-S
91,47475179,0,402853,2024-10-31,-198.26,2024-10-31,2024-10-31,,100,-0.08749729691195798,1,canalA,segmento-D
92,47475179,0,402853,2024-10-31,-198.26,2024-10-31,2024-10-31,,100,-55.45865309171988,1,canalA,segmento-M
93,47475179,0,402853,2024-10-31,-198.26,2024-10-31,2024-10-31,,100,-33.42908594260381,1,canalA,segmento-R
94,47475179,0,402853,2024-10-31,-198.26,2024-10-31,2024-10-31,,100,-33.5470383256083,1,canalA,segmento-S
95,47475179,0,402853,2024-10-31,-198.26,2024-10-31,2024-10-31,,100,-39.60559839031381,1,canalB,segmento-M
96,47475179,0,402853,2024-10-31,-198.26,2024-10-31,2024-10-31,,100,-0.6663916206280635,1,canalB,segmento-R
97,47475179,0,402853,2024-10-31,-198.26,2024-10-31,2024-10-31,,100,-35.46573533221414,1,canalB,segmento-S
98,47646577,0,236252,2024-11-15,-3011.15,,2024-10-01,,100,-1.3288988479594588,1,canalA,segmento-D
99,47646577,0,236252,2024-11-15,-3011.15,,2024-10-01,,100,-842.2996230058122,1,canalA,segmento-M
100,47646577,0,236252,2024-11-15,-3011.15,,2024-10-01,,100,-507.7170994455335,1,canalA,segmento-R
101,47646577,0,236252,2024-11-15,-3011.15,,2024-10-01,,100,-509.5085466264271,1,canalA,segmento-S
102,47646577,0,236252,2024-11-15,-3011.15,,2024-10-01,,100,-601.5252577070182,1,canalB,segmento-M
103,47646577,0,236252,2024-11-15,-3011.15,,2024-10-01,,100,-10.121079029830494,1,canalB,segmento-R
104,47646577,0,236252,2024-11-15,-3011.15,,2024-10-01,,100,-538.6494953374186,1,canalB,segmento-S
105,47646579,81044,236252,2024-11-15,-878.49,,2024-10-01,,204,-0.3877004961373246,1,canalA,segmento-D
106,47646579,81044,236252,2024-11-15,-878.49,,2024-10-01,,204,-245.73727506579746,1,canalA,segmento-M
107,47646579,81044,236252,2024-11-15,-878.49,,2024-10-01,,204,-148.12426969493606,1,canalA,segmento-R
108,47646579,81044,236252,2024-11-15,-878.49,,2024-10-01,,204,-148.6469166683327,1,canalA,segmento-S
109,47646579,81044,236252,2024-11-15,-878.49,,2024-10-01,,204,-175.49239448152315,1,canalB,segmento-M
110,47646579,81044,236252,2024-11-15,-878.49,,2024-10-01,,204,-2.9527810693309164,1,canalB,segmento-R
111,47646579,81044,236252,2024-11-15,-878.49,,2024-10-01,,204,-157.14866252394228,1,canalB,segmento-S
112,47646578,81044,236252,2024-11-15,-6368.86,,2024-10-01,,204,-2.810743641736572,1,canalA,segmento-D
113,47646578,81044,236252,2024-11-15,-6368.86,,2024-10-01,,204,-1781.5413968008227,1,canalA,segmento-M
114,47646578,81044,236252,2024-11-15,-6368.86,,2024-10-01,,204,-1073.8684974095213,1,canalA,segmento-R
115,47646578,81044,236252,2024-11-15,-6368.86,,2024-10-01,,204,-1077.657573441106,1,canalA,segmento-S
116,47646578,81044,236252,2024-11-15,-6368.86,,2024-10-01,,204,-1272.2814050445577,1,canalB,segmento-M
117,47646578,81044,236252,2024-11-15,-6368.86,,2024-10-01,,204,-21.407015721543672,1,canalB,segmento-R
118,47646578,81044,236252,2024-11-15,-6368.86,,2024-10-01,,204,-1139.2933679407108,1,canalB,segmento-S
119,47646628,81044,236252,2024-11-15,-13932.86,,2024-10-01,,204,-6.148933664141748,1,canalA,segmento-D
120,47646628,81044,236252,2024-11-15,-13932.86,,2024-10-01,,204,-3897.3955881947963,1,canalA,segmento-M
121,47646628,81044,236252,2024-11-15,-13932.86,,2024-10-01,,204,-2349.252367427958,1,canalA,segmento-R
122,47646628,81044,236252,2024-11-15,-13932.86,,2024-10-01,,204,-2357.5415535424945,1,canalA,segmento-S
123,47646628,81044,236252,2024-11-15,-13932.86,,2024-10-01,,204,-2783.311094464177,1,canalB,segmento-M
124,47646628,81044,236252,2024-11-15,-13932.86,,2024-10-01,,204,-46.83113666591305,1,canalB,segmento-R
125,47646628,81044,236252,2024-11-15,-13932.86,,2024-10-01,,204,-2492.3793260405178,1,canalB,segmento-S
126,47646716,81044,236252,2024-11-15,-572.88,,2024-10-01,,204,-0.2528268508772445,1,canalA,segmento-D
127,47646716,81044,236252,2024-11-15,-572.88,,2024-10-01,,204,-160.24994039737965,1,canalA,segmento-M
128,47646716,81044,236252,2024-11-15,-572.88,,2024-10-01,,204,-96.59464720467503,1,canalA,segmento-R
129,47646716,81044,236252,2024-11-15,-572.88,,2024-10-01,,204,-96.93547521423628,1,canalA,segmento-S
130,47646716,81044,236252,2024-11-15,-572.88,,2024-10-01,,204,-114.44192073964983,1,canalB,segmento-M
131,47646716,81044,236252,2024-11-15,-572.88,,2024-10-01,,204,-1.9255645698850248,1,canalB,segmento-R
132,47646716,81044,236252,2024-11-15,-572.88,,2024-10-01,,204,-102.47962502329685,1,canalB,segmento-S
133,47646798,81044,236252,2024-11-15,-1032.01,,2024-10-01,,204,-0.45545286687233816,1,canalA,segmento-D
134,47646798,81044,236252,2024-11-15,-1032.01,,2024-10-01,,204,-288.6809471259247,1,canalA,segmento-M
135,47646798,81044,236252,2024-11-15,-1032.01,,2024-10-01,,204,-174.00963877547946,1,canalA,segmento-R
136,47646798,81044,236252,2024-11-15,-1032.01,,2024-10-01,,204,-174.62362061137406,1,canalA,segmento-S
137,47646798,81044,236252,2024-11-15,-1032.01,,2024-10-01,,204,-206.16046401083304,1,canalB,segmento-M
138,47646798,81044,236252,2024-11-15,-1032.01,,2024-10-01,,204,-3.468792577445616,1,canalB,segmento-R
139,47646798,81044,236252,2024-11-15,-1032.01,,2024-10-01,,204,-184.61108403207058,1,canalB,segmento-S
140,47646746,81044,236252,2024-11-15,-1479.92,,2024-10-01,,204,-0.6531272049124628,1,canalA,segmento-D
141,47646746,81044,236252,2024-11-15,-1479.92,,2024-10-01,,204,-413.97341815544286,1,canalA,segmento-M
142,47646746,81044,236252,2024-11-15,-1479.92,,2024-10-01,,204,-249.53279969826607,1,canalA,segmento-R
143,47646746,81044,236252,2024-11-15,-1479.92,,2024-10-01,,204,-250.41326015754183,1,canalA,segmento-S
144,47646746,81044,236252,2024-11-15,-1479.92,,2024-10-01,,204,-295.63763325831343,1,canalB,segmento-M
145,47646746,81044,236252,2024-11-15,-1479.92,,2024-10-01,,204,-4.97430791485869,1,canalB,segmento-R
146,47646746,81044,236252,2024-11-15,-1479.92,,2024-10-01,,204,-264.73545361066454,1,canalB,segmento-S
147,47646747,81044,236252,2024-11-15,-271.81,,2024-10-01,,204,-0.119956825752241,1,canalA,segmento-D
148,47646747,81044,236252,2024-11-15,-271.81,,2024-10-01,,204,-76.03256580682125,1,canalA,segmento-M
149,47646747,81044,236252,2024-11-15,-271.81,,2024-10-01,,204,-45.83052481619662,1,canalA,segmento-R
150,47646747,81044,236252,2024-11-15,-271.81,,2024-10-01,,204,-45.99223487987286,1,canalA,segmento-S
151,47646747,81044,236252,2024-11-15,-271.81,,2024-10-01,,204,-54.29838443695752,1,canalB,segmento-M
152,47646747,81044,236252,2024-11-15,-271.81,,2024-10-01,,204,-0.9136079209266315,1,canalB,segmento-R
153,47646747,81044,236252,2024-11-15,-271.81,,2024-10-01,,204,-48.622725313472834,1,canalB,segmento-S
154,47647162,0,236252,2024-11-15,-59.4,,2024-10-01,,100,-0.02621476564395392,1,canalA,segmento-D
155,47647162,0,236252,2024-11-15,-59.4,,2024-10-01,,100,-16.61577723014305,1,canalA,segmento-M
156,47647162,0,236252,2024-11-15,-59.4,,2024-10-01,,100,-10.015574018917917,1,canalA,segmento-R
157,47647162,0,236252,2024-11-15,-59.4,,2024-10-01,,100,-10.050913328665052,1,canalA,segmento-S
158,47647162,0,236252,2024-11-15,-59.4,,2024-10-01,,100,-11.866097772544338,1,canalB,segmento-M
159,47647162,0,236252,2024-11-15,-59.4,,2024-10-01,,100,-0.1996553125456823,1,canalB,segmento-R
160,47647162,0,236252,2024-11-15,-59.4,,2024-10-01,,100,-10.625767571539996,1,canalB,segmento-S
161,47647091,81044,236252,2024-11-15,-392.7,,2024-10-01,,204,-0.1733087284239176,1,canalA,segmento-D
162,47647091,81044,236252,2024-11-15,-392.7,,2024-10-01,,204,-109.84874946594572,1,canalA,segmento-M
163,47647091,81044,236252,2024-11-15,-392.7,,2024-10-01,,204,-66.21407268062401,1,canalA,segmento-R
164,47647091,81044,236252,2024-11-15,-392.7,,2024-10-01,,204,-66.44770478395229,1,canalA,segmento-S
165,47647091,81044,236252,2024-11-15,-392.7,,2024-10-01,,204,-78.44809082959867,1,canalB,segmento-M
166,47647091,81044,236252,2024-11-15,-392.7,,2024-10-01,,204,-1.3199434551631217,1,canalB,segmento-R
167,47647091,81044,236252,2024-11-15,-392.7,,2024-10-01,,204,-70.2481300562922,1,canalB,segmento-S
168,47647092,81044,236252,2024-11-15,-1373.85,,2024-10-01,,204,-0.6063157538711463,1,canalA,segmento-D
169,47647092,81044,236252,2024-11-15,-1373.85,,2024-10-01,,204,-384.3027869971722,1,canalA,segmento-M
170,47647092,81044,236252,2024-11-15,-1373.85,,2024-10-01,,204,-231.64808696785153,1,canalA,segmento-R
171,47647092,81044,236252,2024-11-15,-1373.85,,2024-10-01,,204,-232.46544236677576,1,canalA,segmento-S
172,47647092,81044,236252,2024-11-15,-1373.85,,2024-10-01,,204,-274.44845833013534,1,canalB,segmento-M
173,47647092,81044,236252,2024-11-15,-1373.85,,2024-10-01,,204,-4.617785372742182,1,canalB,segmento-R
174,47647092,81044,236252,2024-11-15,-1373.85,,2024-10-01,,204,-245.76112421145157,1,canalB,segmento-S
175,47647226,0,236252,2024-11-15,-36133.68,,2024-10-01,,100,-15.946733216390992,1,canalA,segmento-D
176,47647226,0,236252,2024-11-15,-36133.68,,2024-10-01,,100,-10107.56190884302,1,canalA,segmento-M
177,47647226,0,236252,2024-11-15,-36133.68,,2024-10-01,,100,-6092.584959863535,1,canalA,segmento-R
178,47647226,0,236252,2024-11-15,-36133.68,,2024-10-01,,100,-6114.082254641714,1,canalA,segmento-S
179,47647226,0,236252,2024-11-15,-36133.68,,2024-10-01,,100,-7218.279120569527,1,canalB,segmento-M
180,47647226,0,236252,2024-11-15,-36133.68,,2024-10-01,,100,-121.45254501390016,1,canalB,segmento-R
181,47647226,0,236252,2024-11-15,-36133.68,,2024-10-01,,100,-6463.772477851908,1,canalB,segmento-S
182,47647804,81044,236252,2024-11-15,-278.25,,2024-10-01,,204,-0.12279896532710738,1,canalA,segmento-D
183,47647804,81044,236252,2024-11-15,-278.25,,2024-10-01,,204,-77.83400697453374,1,canalA,segmento-M
184,47647804,81044,236252,2024-11-15,-278.25,,2024-10-01,,204,-46.91638839669883,1,canalA,segmento-R
185,47647804,81044,236252,2024-11-15,-278.25,,2024-10-01,,204,-47.08192986028705,1,canalA,segmento-S
186,47647804,81044,236252,2024-11-15,-278.25,,2024-10-01,,204,-55.58487719209532,1,canalB,segmento-M
187,47647804,81044,236252,2024-11-15,-278.25,,2024-10-01,,204,-0.9352540524551531,1,canalB,segmento-R
188,47647804,81044,236252,2024-11-15,-278.25,,2024-10-01,,204,-49.77474455860276,1,canalB,segmento-S
189,47649091,81044,402853,2024-11-14,-28.2,2024-11-14,2024-11-01,,204,-0.012445393790563983,1,canalA,segmento-D
190,47649091,81044,402853,2024-11-14,-28.2,2024-11-14,2024-11-01,,204,-7.888298280977003,1,canalA,segmento-M
191,47649091,81044,402853,2024-11-14,-28.2,2024-11-14,2024-11-01,,204,-4.754868473627698,1,canalA,segmento-R
192,47649091,81044,402853,2024-11-14,-28.2,2024-11-14,2024-11-01,,204,-4.771645721689469,1,canalA,segmento-S
193,47649091,81044,402853,2024-11-14,-28.2,2024-11-14,2024-11-01,,204,-5.633399952622059,1,canalB,segmento-M
194,47649091,81044,402853,2024-11-14,-28.2,2024-11-14,2024-11-01,,204,-0.09478585545098048,1,canalB,segmento-R
195,47649091,81044,402853,2024-11-14,-28.2,2024-11-14,2024-11-01,,204,-5.0445563218422205,1,canalB,segmento-S
196,47789637,81044,402853,2024-11-07,-5.64,2024-11-07,2024-11-01,,204,-0.0024890787581127965,1,canalA,segmento-D
197,47789637,81044,402853,2024-11-07,-5.64,2024-11-07,2024-11-01,,204,-1.5776596561954006,1,canalA,segmento-M
198,47789637,81044,402853,2024-11-07,-5.64,2024-11-07,2024-11-01,,204,-0.9509736947255396,1,canalA,segmento-R
199,47789637,81044,402853,2024-11-07,-5.64,2024-11-07,2024-11-01,,204,-0.9543291443378937,1,canalA,segmento-S
200,47789637,81044,402853,2024-11-07,-5.64,2024-11-07,2024-11-01,,204,-1.1266799905244118,1,canalB,segmento-M
201,47789637,81044,402853,2024-11-07,-5.64,2024-11-07,2024-11-01,,204,-0.018957171090196095,1,canalB,segmento-R
202,47789637,81044,402853,2024-11-07,-5.64,2024-11-07,2024-11-01,,204,-1.0089112643684441,1,canalB,segmento-S
203,47881638,0,402853,2024-11-11,-1706.2,2024-11-11,2024-11-01,,100,-0.7529904569312151,1,canalA,segmento-D
204,47881638,0,402853,2024-11-11,-1706.2,2024-11-11,2024-11-01,,100,-477.27001868804837,1,canalA,segmento-M
205,47881638,0,402853,2024-11-11,-1706.2,2024-11-11,2024-11-01,,100,-287.6864038901978,1,canalA,segmento-R
206,47881638,0,402853,2024-11-11,-1706.2,2024-11-11,2024-11-01,,100,-288.7014868917224,1,canalA,segmento-S
207,47881638,0,402853,2024-11-11,-1706.2,2024-11-11,2024-11-01,,100,-340.8406737292113,1,canalB,segmento-M
208,47881638,0,402853,2024-11-11,-1706.2,2024-11-11,2024-11-01,,100,-5.73488037483911,1,canalB,segmento-R
209,47881638,0,402853,2024-11-11,-1706.2,2024-11-11,2024-11-01,,100,-305.21354596904956,1,canalB,segmento-S
210,47281529,81044,402853,2024-11-06,-265.0,2024-11-06,2024-11-04,,204,-0.11695139554962608,1,canalA,segmento-D
211,47281529,81044,402853,2024-11-06,-265.0,2024-11-06,2024-11-04,,204,-74.12762569003213,1,canalA,segmento-M
212,47281529,81044,402853,2024-11-06,-265.0,2024-11-06,2024-11-04,,204,-44.6822746635227,1,canalA,segmento-R
213,47281529,81044,402853,2024-11-06,-265.0,2024-11-06,2024-11-04,,204,-44.83993320027338,1,canalA,segmento-S
214,47281529,81044,402853,2024-11-06,-265.0,2024-11-06,2024-11-04,,204,-52.937978278186016,1,canalB,segmento-M
215,47281529,81044,402853,2024-11-06,-265.0,2024-11-06,2024-11-04,,204,-0.890718145195384,1,canalB,segmento-R
216,47281529,81044,402853,2024-11-06,-265.0,2024-11-06,2024-11-04,,204,-47.404518627240726,1,canalB,segmento-S
217,48088177,81044,402853,2024-11-14,-2517.35,2024-11-14,2024-11-01,,204,-1.1109720588183065,1,canalA,segmento-D
218,48088177,81044,402853,2024-11-14,-2517.35,2024-11-14,2024-11-01,,204,-704.1704850218957,1,canalA,segmento-M
219,48088177,81044,402853,2024-11-14,-2517.35,2024-11-14,2024-11-01,,204,-424.4563174498825,1,canalA,segmento-R
220,48088177,81044,402853,2024-11-14,-2517.35,2024-11-14,2024-11-01,,204,-425.9539843083328,1,canalA,segmento-S
221,48088177,81044,402853,2024-11-14,-2517.35,2024-11-14,2024-11-01,,204,-502.88082874940216,1,canalB,segmento-M
222,48088177,81044,402853,2024-11-14,-2517.35,2024-11-14,2024-11-01,,204,-8.461318199273961,1,canalB,segmento-R
223,48088177,81044,402853,2024-11-14,-2517.35,2024-11-14,2024-11-01,,204,-450.3160942123941,1,canalB,segmento-S
224,48494975,81044,402853,2024-11-19,-5843.25,2024-11-19,2024-11-20,,204,-2.578778271869255,1,canalA,segmento-D
225,48494975,81044,402853,2024-11-19,-5843.25,2024-11-19,2024-11-20,,204,-1634.5141464652083,1,canalA,segmento-M
226,48494975,81044,402853,2024-11-19,-5843.25,2024-11-19,2024-11-20,,204,-985.2441563306754,1,canalA,segmento-R
227,48494975,81044,402853,2024-11-19,-5843.25,2024-11-19,2024-11-20,,204,-988.720527066028,1,canalA,segmento-S
228,48494975,81044,402853,2024-11-19,-5843.25,2024-11-19,2024-11-20,,204,-1167.2824210340018,1,canalB,segmento-M
229,48494975,81044,402853,2024-11-19,-5843.25,2024-11-19,2024-11-20,,204,-19.640335101558218,1,canalB,segmento-R
230,48494975,81044,402853,2024-11-19,-5843.25,2024-11-19,2024-11-20,,204,-1045.269635730658,1,canalB,segmento-S
231,48982911,81044,236252,2024-12-15,-1212.54,,2024-11-01,,204,-0.5351254534329947,1,canalA,segmento-D
232,48982911,81044,236252,2024-12-15,-1212.54,,2024-11-01,,204,-339.1800424686474,1,canalA,segmento-M
233,48982911,81044,236252,2024-12-15,-1212.54,,2024-11-01,,204,-204.44922762455778,1,canalA,segmento-R
