,id_lancamento,id_centro_custo,id_forma_pagamento,dt_vencimento,valor,dt_pagamento,dt_competencia,ds_periodicidade,id_centro_resultado,valor_rateado,etapa_rateio,ds_canal_aquisicao,ds_segmento
1066,47881640,81044,402853,2024-11-11,-7364.4,2024-11-11,2024-11-01,,204,-1241.7288435171567,1,canalA,segmento-R
1067,47881640,81044,402853,2024-11-11,-7364.4,2024-11-11,2024-11-01,,204,-1246.110204000352,1,canalA,segmento-S
1068,47881640,81044,402853,2024-11-11,-7364.4,2024-11-11,2024-11-01,,204,-1471.1564046485778,1,canalB,segmento-M
1069,47881640,81044,402853,2024-11-11,-7364.4,2024-11-11,2024-11-01,,204,-24.753225315007114,1,canalB,segmento-R
1070,47881640,81044,402853,2024-11-11,-7364.4,2024-11-11,2024-11-01,,204,-1317.3805168998174,1,canalB,segmento-S
1071,47281527,81044,402853,2024-11-06,-699.52,2024-11-06,2024-11-04,,204,-0.3087163781693375,1,canalA,segmento-D
1072,47281527,81044,402853,2024-11-06,-699.52,2024-11-06,2024-11-04,,204,-195.6745536705331,1,canalA,segmento-M
1073,47281527,81044,402853,2024-11-06,-699.52,2024-11-06,2024-11-04,,204,-117.94771612312225,1,canalA,segmento-R
1074,47281527,81044,402853,2024-11-06,-699.52,2024-11-06,2024-11-04,,204,-118.36388706511408,1,canalA,segmento-S
1075,47281527,81044,402853,2024-11-06,-699.52,2024-11-06,2024-11-04,,204,-139.74028137794974,1,canalB,segmento-M
1076,47281527,81044,402853,2024-11-06,-699.52,2024-11-06,2024-11-04,,204,-2.351227007271981,1,canalB,segmento-R
1077,47281527,81044,402853,2024-11-06,-699.52,2024-11-06,2024-11-04,,204,-125.13361837783937,1,canalB,segmento-S
1078,48080306,0,402856,2024-12-03,-249.0,,2024-11-12,,100,-0.10989017921455431,1,canalA,segmento-D
1079,48080306,0,402856,2024-12-03,-249.0,,2024-11-12,,100,-69.65199545969057,1,canalA,segmento-M
1080,48080306,0,402856,2024-12-03,-249.0,,2024-11-12,,100,-41.98447694798925,1,canalA,segmento-R
1081,48080306,0,402856,2024-12-03,-249.0,,2024-11-12,,100,-42.13261647874744,1,canalA,segmento-S
1082,48080306,0,402856,2024-12-03,-249.0,,2024-11-12,,100,-49.74172298591819,1,canalB,segmento-M
1083,48080306,0,402856,2024-12-03,-249.0,,2024-11-12,,100,-0.8369389364288702,1,canalB,segmento-R
1084,48080306,0,402856,2024-12-03,-249.0,,2024-11-12,,100,-44.5423590120111,1,canalB,segmento-S
1085,48200498,81044,402853,2024-11-18,-118.66,,2024-11-18,,204,-0.05236774564497596,1,canalA,segmento-D
1086,48200498,81044,402853,2024-11-18,-118.66,,2024-11-18,,204,-33.192392695770614,1,canalA,segmento-M
1087,48200498,81044,402853,2024-11-18,-118.66,,2024-11-18,,204,-20.007542307824917,1,canalA,segmento-R
1088,48200498,81044,402853,2024-11-18,-118.66,,2024-11-18,,204,-20.078137636016752,1,canalA,segmento-S
1089,48200498,81044,402853,2024-11-18,-118.66,,2024-11-18,,204,-23.70422831128133,1,canalB,segmento-M
1090,48200498,81044,402853,2024-11-18,-118.66,,2024-11-18,,204,-0.3988400570146576,1,canalB,segmento-R
1091,48200498,81044,402853,2024-11-18,-118.66,,2024-11-18,,204,-21.226491246446734,1,canalB,segmento-S
1092,48206549,81044,402853,2024-11-18,-3606.49,,2024-11-18,,204,-1.5916378812670602,1,canalA,segmento-D
1093,48206549,81044,402853,2024-11-18,-3606.49,,2024-11-18,,204,-1008.8322293390338,1,canalA,segmento-M
1094,48206549,81044,402853,2024-11-18,-3606.49,,2024-11-18,,204,-608.0987801933885,1,canalA,segmento-R
1095,48206549,81044,402853,2024-11-18,-3606.49,,2024-11-18,,204,-610.2444176885055,1,canalA,segmento-S
1096,48206549,81044,402853,2024-11-18,-3606.49,,2024-11-18,,204,-720.453921813189,1,canalB,segmento-M
1097,48206549,81044,402853,2024-11-18,-3606.49,,2024-11-18,,204,-12.12213616402151,1,canalB,segmento-R
1098,48206549,81044,402853,2024-11-18,-3606.49,,2024-11-18,,204,-645.146876920594,1,canalB,segmento-S
1099,48494430,81044,402853,2024-11-19,-15214.5,2024-11-19,2024-11-20,,204,-6.714554745621834,1,canalA,segmento-D
1100,48494430,81044,402853,2024-11-19,-15214.5,2024-11-19,2024-11-20,,204,-4255.9047587207315,1,canalA,segmento-M
1101,48494430,81044,402853,2024-11-19,-15214.5,2024-11-19,2024-11-20,,204,-2565.3527089364757,1,canalA,segmento-R
1102,48494430,81044,402853,2024-11-19,-15214.5,2024-11-19,2024-11-20,,204,-2574.404391228526,1,canalA,segmento-S
1103,48494430,81044,402853,2024-11-19,-15214.5,2024-11-19,2024-11-20,,204,-3039.339134013061,1,canalB,segmento-M
1104,48494430,81044,402853,2024-11-19,-15214.5,2024-11-19,2024-11-20,,204,-51.13898573613272,1,canalB,segmento-R
1105,48494430,81044,402853,2024-11-19,-15214.5,2024-11-19,2024-11-20,,204,-2721.645466619449,1,canalB,segmento-S
1106,48494429,0,402853,2024-11-19,-2173.5,2024-11-19,2024-11-20,,100,-0.9592221065174048,1,canalA,segmento-D
1107,48494429,0,402853,2024-11-19,-2173.5,2024-11-19,2024-11-20,,100,-607.9863941029616,1,canalA,segmento-M
1108,48494429,0,402853,2024-11-19,-2173.5,2024-11-19,2024-11-20,,100,-366.4789584194965,1,canalA,segmento-R
1109,48494429,0,402853,2024-11-19,-2173.5,2024-11-19,2024-11-20,,100,-367.7720558897894,1,canalA,segmento-S
1110,48494429,0,402853,2024-11-19,-2173.5,2024-11-19,2024-11-20,,100,-434.1913048590087,1,canalB,segmento-M
1111,48494429,0,402853,2024-11-19,-2173.5,2024-11-19,2024-11-20,,100,-7.305569390876102,1,canalB,segmento-R
1112,48494429,0,402853,2024-11-19,-2173.5,2024-11-19,2024-11-20,,100,-388.80649523134986,1,canalB,segmento-S
1113,48608914,81044,402853,2024-12-20,-469.26,2024-12-20,2024-11-25,,204,-0.20709664858723598,1,canalA,segmento-D
1114,48608914,81044,402853,2024-12-20,-469.26,2024-12-20,2024-11-25,,204,-131.2646401181301,1,canalA,segmento-M
1115,48608914,81044,402853,2024-12-20,-469.26,2024-12-20,2024-11-25,,204,-79.12303474945155,1,canalA,segmento-R
1116,48608914,81044,402853,2024-12-20,-469.26,2024-12-20,2024-11-25,,204,-79.4022152964539,1,canalA,segmento-S
1117,48608914,81044,402853,2024-12-20,-469.26,2024-12-20,2024-11-25,,204,-93.74217240310027,1,canalB,segmento-M
1118,48608914,81044,402853,2024-12-20,-469.26,2024-12-20,2024-11-25,,204,-1.57727696911089,1,canalB,segmento-R
1119,48608914,81044,402853,2024-12-20,-469.26,2024-12-20,2024-11-25,,204,-83.94356381516597,1,canalB,segmento-S
1120,48982910,81044,236252,2024-12-15,-10426.82,,2024-11-01,,204,-4.60162698167831,1,canalA,segmento-D
1121,48982910,81044,236252,2024-12-15,-10426.82,,2024-11-01,,204,-2916.6619248956254,1,canalA,segmento-M
1122,48982910,81044,236252,2024-12-15,-10426.82,,2024-11-01,,204,-1758.0906985174026,1,canalA,segmento-R
1123,48982910,81044,236252,2024-12-15,-10426.82,,2024-11-01,,204,-1764.2940086463188,1,canalA,segmento-S
1124,48982910,81044,236252,2024-12-15,-10426.82,,2024-11-01,,204,-2082.923662907757,1,canalB,segmento-M
1125,48982910,81044,236252,2024-12-15,-10426.82,,2024-11-01,,204,-35.04663309692881,1,canalB,segmento-R
1126,48982910,81044,236252,2024-12-15,-10426.82,,2024-11-01,,204,-1865.2014449542874,1,canalB,segmento-S
1127,48982961,81044,236252,2024-12-15,-14632.38,,2024-11-01,,204,-6.457650042311085,1,canalA,segmento-D
1128,48982961,81044,236252,2024-12-15,-14632.38,,2024-11-01,,204,-4093.0701418653293,1,canalA,segmento-M
1129,48982961,81044,236252,2024-12-15,-14632.38,,2024-11-01,,204,-2467.20008355108,1,canalA,segmento-R
1130,48982961,81044,236252,2024-12-15,-14632.38,,2024-11-01,,204,-2475.9054406076084,1,canalA,segmento-S
1131,48982961,81044,236252,2024-12-15,-14632.38,,2024-11-01,,204,-2923.0513758421266,1,canalB,segmento-M
1132,48982961,81044,236252,2024-12-15,-14632.38,,2024-11-01,,204,-49.18236367318503,1,canalB,segmento-R
1133,48982961,81044,236252,2024-12-15,-14632.38,,2024-11-01,,204,-2617.512944418357,1,canalB,segmento-S
1134,48982962,81044,236252,2024-12-15,-724.5,,2024-11-01,,204,-0.3197407021724683,1,canalA,segmento-D
1135,48982962,81044,236252,2024-12-15,-724.5,,2024-11-01,,204,-202.66213136765387,1,canalA,segmento-M
1136,48982962,81044,236252,2024-12-15,-724.5,,2024-11-01,,204,-122.15965280649884,1,canalA,segmento-R
1137,48982962,81044,236252,2024-12-15,-724.5,,2024-11-01,,204,-122.59068529659646,1,canalA,segmento-S
1138,48982962,81044,236252,2024-12-15,-724.5,,2024-11-01,,204,-144.7304349530029,1,canalB,segmento-M
1139,48982962,81044,236252,2024-12-15,-724.5,,2024-11-01,,204,-2.4351897969587006,1,canalB,segmento-R
1140,48982962,81044,236252,2024-12-15,-724.5,,2024-11-01,,204,-129.60216507711664,1,canalB,segmento-S
1141,48983107,81044,236252,2024-12-15,-1249.73,,2024-11-01,,204,-0.5515383681518272,1,canalA,segmento-D
1142,48983107,81044,236252,2024-12-15,-1249.73,,2024-11-01,,204,-349.58308548529754,1,canalA,segmento-M
1143,48983107,81044,236252,2024-12-15,-1249.73,,2024-11-01,,204,-210.71992118960083,1,canalA,segmento-R
1144,48983107,81044,236252,2024-12-15,-1249.73,,2024-11-01,,204,-211.4634328995383,1,canalA,segmento-S
1145,48983107,81044,236252,2024-12-15,-1249.73,,2024-11-01,,204,-249.6535079003676,1,canalB,segmento-M
1146,48983107,81044,236252,2024-12-15,-1249.73,,2024-11-01,,204,-4.200593160735952,1,canalB,segmento-R
1147,48983107,81044,236252,2024-12-15,-1249.73,,2024-11-01,,204,-223.55792099630776,1,canalB,segmento-S
1148,48983108,81044,236252,2024-12-15,-257.36,,2024-11-01,,204,-0.11357966474962931,1,canalA,segmento-D
1149,48983108,81044,236252,2024-12-15,-257.36,,2024-11-01,,204,-71.99051225504404,1,canalA,segmento-M
1150,48983108,81044,236252,2024-12-15,-257.36,,2024-11-01,,204,-43.394076254355475,1,canalA,segmento-R
1151,48983108,81044,236252,2024-12-15,-257.36,,2024-11-01,,204,-43.547189465744744,1,canalA,segmento-S
1152,48983108,81044,236252,2024-12-15,-257.36,,2024-11-01,,204,-51.41176637612813,1,canalB,segmento-M
1153,48983108,81044,236252,2024-12-15,-257.36,,2024-11-01,,204,-0.8650385730093737,1,canalB,segmento-R
1154,48983108,81044,236252,2024-12-15,-257.36,,2024-11-01,,204,-46.03783741096858,1,canalB,segmento-S
1155,48983057,81044,236252,2024-12-15,-14013.31,,2024-11-01,,204,-6.184438342526531,1,canalA,segmento-D
1156,48983057,81044,236252,2024-12-15,-14013.31,,2024-11-01,,204,-3919.8996164467326,1,canalA,segmento-M
1157,48983057,81044,236252,2024-12-15,-14013.31,,2024-11-01,,204,-2362.817231566374,1,canalA,segmento-R
1158,48983057,81044,236252,2024-12-15,-14013.31,,2024-11-01,,204,-2371.154280432917,1,canalA,segmento-S
1159,48983057,81044,236252,2024-12-15,-14013.31,,2024-11-01,,204,-2799.382265605611,1,canalB,segmento-M
1160,48983057,81044,236252,2024-12-15,-14013.31,,2024-11-01,,204,-47.10154524999217,1,canalB,segmento-R
1161,48983057,81044,236252,2024-12-15,-14013.31,,2024-11-01,,204,-2506.7706223558444,1,canalB,segmento-S
1162,48983171,81044,236252,2024-12-15,-984.17,,2024-11-01,,204,-0.43433983003047355,1,canalA,segmento-D
1163,48983171,81044,236252,2024-12-15,-984.17,,2024-11-01,,204,-275.29881273720343,1,canalA,segmento-M
1164,48983171,81044,236252,2024-12-15,-984.17,,2024-11-01,,204,-165.94322360603445,1,canalA,segmento-R
1165,48983171,81044,236252,2024-12-15,-984.17,,2024-11-01,,204,-166.52874361401152,1,canalA,segmento-S
1166,48983171,81044,236252,2024-12-15,-984.17,,2024-11-01,,204,-196.6036606869522,1,canalB,segmento-M
1167,48983171,81044,236252,2024-12-15,-984.17,,2024-11-01,,204,-3.30799274323374,1,canalB,segmento-R
1168,48983171,81044,236252,2024-12-15,-984.17,,2024-11-01,,204,-176.05322678253398,1,canalB,segmento-S
1169,48983170,81044,236252,2024-12-15,-6893.08,,2024-11-01,,204,-3.0420955684347795,1,canalA,segmento-D
1170,48983170,81044,236252,2024-12-15,-6893.08,,2024-11-01,,204,-1928.1798267601762,1,canalA,segmento-M
1171,48983170,81044,236252,2024-12-15,-6893.08,,2024-11-01,,204,-1162.2584673118304,1,canalA,segmento-R
1172,48983170,81044,236252,2024-12-15,-6893.08,,2024-11-01,,204,-1166.3594216760016,1,canalA,segmento-S
1173,48983170,81044,236252,2024-12-15,-6893.08,,2024-11-01,,204,-1377.002714376598,1,canalB,segmento-M
1174,48983170,81044,236252,2024-12-15,-6893.08,,2024-11-01,,204,-23.169024272767537,1,canalB,segmento-R
1175,48983170,81044,236252,2024-12-15,-6893.08,,2024-11-01,,204,-1233.0684500341906,1,canalB,segmento-S
1176,48983282,81044,236252,2024-12-15,-392.06,,2024-11-01,,204,-0.1730262797705147,1,canalA,segmento-D
1177,48983282,81044,236252,2024-12-15,-392.06,,2024-11-01,,204,-109.66972425673207,1,canalA,segmento-M
1178,48983282,81044,236252,2024-12-15,-392.06,,2024-11-01,,204,-66.10616077200267,1,canalA,segmento-R
1179,48983282,81044,236252,2024-12-15,-392.06,,2024-11-01,,204,-66.33941211509125,1,canalA,segmento-S
1180,48983282,81044,236252,2024-12-15,-392.06,,2024-11-01,,204,-78.32024061790797,1,canalB,segmento-M
1181,48983282,81044,236252,2024-12-15,-392.06,,2024-11-01,,204,-1.3177922868124614,1,canalB,segmento-R
1182,48983282,81044,236252,2024-12-15,-392.06,,2024-11-01,,204,-70.13364367168302,1,canalB,segmento-S
1183,48983283,81044,236252,2024-12-15,-19.8,,2024-11-01,,204,-0.008738255214651307,1,canalA,segmento-D
1184,48983283,81044,236252,2024-12-15,-19.8,,2024-11-01,,204,-5.538592410047684,1,canalA,segmento-M
1185,48983283,81044,236252,2024-12-15,-19.8,,2024-11-01,,204,-3.3385246729726394,1,canalA,segmento-R
1186,48983283,81044,236252,2024-12-15,-19.8,,2024-11-01,,204,-3.350304442888351,1,canalA,segmento-S
1187,48983283,81044,236252,2024-12-15,-19.8,,2024-11-01,,204,-3.955365924181446,1,canalB,segmento-M
1188,48983283,81044,236252,2024-12-15,-19.8,,2024-11-01,,204,-0.06655177084856077,1,canalB,segmento-R
1189,48983283,81044,236252,2024-12-15,-19.8,,2024-11-01,,204,-3.5419225238466656,1,canalB,segmento-S
1190,48950525,0,402853,2024-11-30,-86.35,,2024-11-30,,100,-0.03810850190834042,1,canalA,segmento-D
1191,48950525,0,402853,2024-11-30,-86.35,,2024-11-30,,100,-24.154416899374617,1,canalA,segmento-M
1192,48950525,0,402853,2024-11-30,-86.35,,2024-11-30,,100,-14.559677046019564,1,canalA,segmento-R
1193,48950525,0,402853,2024-11-30,-86.35,,2024-11-30,,100,-14.611049931485306,1,canalA,segmento-S
1194,48950525,0,402853,2024-11-30,-86.35,,2024-11-30,,100,-17.249790280457972,1,canalB,segmento-M
1195,48950525,0,402853,2024-11-30,-86.35,,2024-11-30,,100,-0.29023966731177886,1,canalB,segmento-R
1196,48950525,0,402853,2024-11-30,-86.35,,2024-11-30,,100,-15.446717673442402,1,canalB,segmento-S
1197,48950521,0,402853,2024-11-30,-207.28,,2024-11-30,,100,-0.09147805762085469,1,canalA,segmento-D
1198,48950521,0,402853,2024-11-30,-207.28,,2024-11-30,,100,-57.98178963407494,1,canalA,segmento-M
1199,48950521,0,402853,2024-11-30,-207.28,,2024-11-30,,100,-34.94996940473579,1,canalA,segmento-R
1200,48950521,0,402853,2024-11-30,-207.28,,2024-11-30,,100,-35.07328812736855,1,canalA,segmento-S
1201,48950521,0,402853,2024-11-30,-207.28,,2024-11-30,,100,-41.4074873113298,1,canalB,segmento-M
1202,48950521,0,402853,2024-11-30,-207.28,,2024-11-30,,100,-0.6967096495701857,1,canalB,segmento-R
1203,48950521,0,402853,2024-11-30,-207.28,,2024-11-30,,100,-37.07927781529984,1,canalB,segmento-S
1204,47152863,125737,236252,2024-10-31,-125.49,,2024-11-30,,288,-0.05512521528982202,2,,segmento-D
1205,47152863,125737,236252,2024-10-31,-125.49,,2024-11-30,,288,-60.34818510783508,2,,segmento-M
1206,47152863,125737,236252,2024-10-31,-125.49,,2024-11-30,,288,-21.48089835247911,2,,segmento-R
1207,47152863,125737,236252,2024-10-31,-125.49,,2024-11-30,,288,-43.60579132439599,2,,segmento-S
1208,46269479,125736,402853,2024-10-15,-2747.7,2024-10-15,2024-10-01,,268,-1.2070089573021274,2,,segmento-D
1209,46269479,125736,402853,2024-10-15,-2747.7,2024-10-15,2024-10-01,,268,-1321.3698957749498,2,,segmento-M
1210,46269479,125736,402853,2024-10-15,-2747.7,2024-10-15,2024-10-01,,268,-470.34077936972545,2,,segmento-R
1211,46269479,125736,402853,2024-10-15,-2747.7,2024-10-15,2024-10-01,,268,-954.7823158980226,2,,segmento-S
1212,46209736,125737,402853,2024-10-10,-1476.21,2024-10-10,2024-10-01,,288,-0.6484691534224892,2,,segmento-D
1213,46209736,125737,402853,2024-10-10,-1476.21,2024-10-10,2024-10-01,,288,-709.9099078654651,2,,segmento-M
1214,46209736,125737,402853,2024-10-10,-1476.21,2024-10-10,2024-10-01,,288,-252.69198308162552,2,,segmento-R
1215,46209736,125737,402853,2024-10-10,-1476.21,2024-10-10,2024-10-01,,288,-512.9596398994869,2,,segmento-S
1216,46503816,125737,402853,2024-10-15,-11.66,2024-10-15,2024-10-08,,288,-0.005122001835041237,2,,segmento-D
1217,46503816,125737,402853,2024-10-15,-11.66,2024-10-15,2024-10-08,,288,-5.607298098313468,2,,segmento-M
1218,46503816,125737,402853,2024-10-15,-11.66,2024-10-15,2024-10-08,,288,-1.995914214598027,2,,segmento-R
1219,46503816,125737,402853,2024-10-15,-11.66,2024-10-15,2024-10-08,,288,-4.0516656852534645,2,,segmento-S
1220,45018913,125737,402853,2024-10-04,-598.5,2024-10-04,2024-10-07,,288,-0.2629089278106501,2,,segmento-D
1221,45018913,125737,402853,2024-10-04,-598.5,2024-10-04,2024-10-07,,288,-287.8188603636887,2,,segmento-M
1222,45018913,125737,402853,2024-10-04,-598.5,2024-10-04,2024-10-07,,288,-102.4489414611423,2,,segmento-R
1223,45018913,125737,402853,2024-10-04,-598.5,2024-10-04,2024-10-07,,288,-207.96928924735835,2,,segmento-S
1224,45018915,125737,402853,2024-10-04,-229.85,2024-10-04,2024-10-07,,288,-0.10096844955267824,2,,segmento-D
1225,45018915,125737,402853,2024-10-04,-229.85,2024-10-04,2024-10-07,,288,-110.53494578879507,2,,segmento-M
1226,45018915,125737,402853,2024-10-04,-229.85,2024-10-04,2024-10-07,,288,-39.34484410166008,2,,segmento-R
1227,45018915,125737,402853,2024-10-04,-229.85,2024-10-04,2024-10-07,,288,-79.86924165999217,2,,segmento-S
1228,46621294,125736,402884,2024-11-18,-6796.0,2024-11-14,2024-10-15,,268,-2.985345151881668,2,,segmento-D
1229,46621294,125736,402884,2024-11-18,-6796.0,2024-11-14,2024-10-15,,268,-3268.1987886911083,2,,segmento-M
1230,46621294,125736,402884,2024-11-18,-6796.0,2024-11-14,2024-10-15,,268,-1163.3132935169976,2,,segmento-R
1231,46621294,125736,402884,2024-11-18,-6796.0,2024-11-14,2024-10-15,,268,-2361.502572640012,2,,segmento-S
1232,46911788,125736,402853,2024-10-17,-876.49,2024-10-17,2024-10-18,,268,-0.38502430432206636,2,,segmento-D
1233,46911788,125736,402853,2024-10-17,-876.49,2024-10-17,2024-10-18,,268,-421.50434907296494,2,,segmento-M
1234,46911788,125736,402853,2024-10-17,-876.49,2024-10-17,2024-10-18,,268,-150.03420668550814,2,,segmento-R
1235,46911788,125736,402853,2024-10-17,-876.49,2024-10-17,2024-10-18,,268,-304.5664199372049,2,,segmento-S
1236,46990410,125737,402853,2024-10-23,-104.17,,2024-10-23,,288,-0.04575977111117029,2,,segmento-D
1237,46990410,125737,402853,2024-10-23,-104.17,,2024-10-23,,288,-50.09538961417787,2,,segmento-M
1238,46990410,125737,402853,2024-10-23,-104.17,,2024-10-23,,288,-17.831422275701243,2,,segmento-R
1239,46990410,125737,402853,2024-10-23,-104.17,,2024-10-23,,288,-36.197428339009726,2,,segmento-S
1240,46985625,125737,402853,2024-10-24,-1220.73,,2024-10-23,,288,-0.536241963987126,2,,segmento-D
1241,46985625,125737,402853,2024-10-24,-1220.73,,2024-10-23,,288,-587.0494860681132,2,,segmento-M
1242,46985625,125737,402853,2024-10-24,-1220.73,,2024-10-23,,288,-208.95989358372637,2,,segmento-R
1243,46985625,125737,402853,2024-10-24,-1220.73,,2024-10-23,,288,-424.1843783841734,2,,segmento-S
1244,47646729,125737,236252,2024-11-15,-4661.35,,2024-10-01,,288,-2.047636642690349,2,,segmento-D
1245,47646729,125737,236252,2024-11-15,-4661.35,,2024-10-01,,288,-2241.6448533939524,2,,segmento-M
1246,47646729,125737,236252,2024-11-15,-4661.35,,2024-10-01,,288,-797.9120689722567,2,,segmento-R
1247,47646729,125737,236252,2024-11-15,-4661.35,,2024-10-01,,288,-1619.745440991101,2,,segmento-S
1248,47646997,125737,236252,2024-11-15,-1767.83,,2024-10-01,,288,-0.776571912868006,2,,segmento-D
1249,47646997,125737,236252,2024-11-15,-1767.83,,2024-10-01,,288,-850.15006836548,2,,segmento-M
1250,47646997,125737,236252,2024-11-15,-1767.83,,2024-10-01,,288,-302.6103795877213,2,,segmento-R
1251,47646997,125737,236252,2024-11-15,-1767.83,,2024-10-01,,288,-614.2929801339307,2,,segmento-S
1252,47646998,125737,236252,2024-11-15,-433.16,,2024-10-01,,288,-0.19027841465407053,2,,segmento-D
1253,47646998,125737,236252,2024-11-15,-433.16,,2024-10-01,,288,-208.30679624918196,2,,segmento-M
1254,47646998,125737,236252,2024-11-15,-433.16,,2024-10-01,,288,-74.14667248673082,2,,segmento-R
1255,47646998,125737,236252,2024-11-15,-433.16,,2024-10-01,,288,-150.51625284943316,2,,segmento-S
1256,47646758,125736,236252,2024-11-15,-699.28,,2024-10-01,,268,-0.3071795405838453,2,,segmento-D
1257,47646758,125736,236252,2024-11-15,-699.28,,2024-10-01,,268,-336.28399778633286,2,,segmento-M
1258,47646758,125736,236252,2024-11-15,-699.28,,2024-10-01,,268,-119.70007649949471,2,,segmento-R
1259,47646758,125736,236252,2024-11-15,-699.28,,2024-10-01,,268,-242.98874617358854,2,,segmento-S
1260,47647049,125736,236252,2024-11-15,-277.75,,2024-10-01,,268,-0.12200994937244455,2,,segmento-D
1261,47647049,125736,236252,2024-11-15,-277.75,,2024-10-01,,268,-133.57007262491987,2,,segmento-M
1262,47647049,125736,236252,2024-11-15,-277.75,,2024-10-01,,268,-47.54418294207564,2,,segmento-R
1263,47647049,125736,236252,2024-11-15,-277.75,,2024-10-01,,268,-96.51373448363205,2,,segmento-S
1264,47647182,125737,236252,2024-11-15,-19.8,,2024-10-01,,288,-0.008697738965164365,2,,segmento-D
1265,47647182,125737,236252,2024-11-15,-19.8,,2024-10-01,,288,-9.521826959400228,2,,segmento-M
1266,47647182,125737,236252,2024-11-15,-19.8,,2024-10-01,,288,-3.389288288940046,2,,segmento-R
1267,47647182,125737,236252,2024-11-15,-19.8,,2024-10-01,,288,-6.880187012694562,2,,segmento-S
1268,47647181,125737,236252,2024-11-15,-44.15,,2024-10-01,,288,-0.01939420077333367,2,,segmento-D
1269,47647181,125737,236252,2024-11-15,-44.15,,2024-10-01,,288,-21.231750518056568,2,,segmento-M
1270,47647181,125737,236252,2024-11-15,-44.15,,2024-10-01,,288,-7.557428179631466,2,,segmento-R
1271,47647181,125737,236252,2024-11-15,-44.15,,2024-10-01,,288,-15.341427101538631,2,,segmento-S
1272,47647123,125736,236252,2024-11-15,-549.78,,2024-10-01,,268,-0.24150721859939717,2,,segmento-D
1273,47647123,125736,236252,2024-11-15,-549.78,,2024-10-01,,268,-264.3893952393463,2,,segmento-M
1274,47647123,125736,236252,2024-11-15,-549.78,,2024-10-01,,268,-94.10923815623526,2,,segmento-R
1275,47647123,125736,236252,2024-11-15,-549.78,,2024-10-01,,268,-191.039859385819,2,,segmento-S
1276,47647128,125737,236252,2024-11-15,-235.62,,2024-10-01,,288,-0.10350309368545593,2,,segmento-D
1277,47647128,125737,236252,2024-11-15,-235.62,,2024-10-01,,288,-113.30974081686271,2,,segmento-M
1278,47647128,125737,236252,2024-11-15,-235.62,,2024-10-01,,288,-40.332530638386544,2,,segmento-R
1279,47647128,125737,236252,2024-11-15,-235.62,,2024-10-01,,288,-81.87422545106529,2,,segmento-S
1280,47647752,125737,236252,2024-11-15,-13489.02,,2024-10-01,,288,-5.925453275549566,2,,segmento-D
1281,47647752,125737,236252,2024-11-15,-13489.02,,2024-10-01,,288,-6486.874459186306,2,,segmento-M
1282,47647752,125737,236252,2024-11-15,-13489.02,,2024-10-01,,288,-2308.9988644079826,2,,segmento-R
1283,47647752,125737,236252,2024-11-15,-13489.02,,2024-10-01,,288,-4687.221223130162,2,,segmento-S
1284,47645134,125736,433996,2024-12-03,-75.45,,2024-11-01,,268,-0.03314365681422481,2,,segmento-D
1285,47645134,125736,433996,2024-12-03,-75.45,,2024-11-01,,268,-36.283931519532686,2,,segmento-M
1286,47645134,125736,433996,2024-12-03,-75.45,,2024-11-01,,268,-12.915242494976084,2,,segmento-R
1287,47645134,125736,433996,2024-12-03,-75.45,,2024-11-01,,268,-26.217682328677007,2,,segmento-S
1288,48200487,125736,402853,2024-11-18,-150.0,,2024-11-18,,268,-0.0658919618573058,2,,segmento-D
1289,48200487,125736,402853,2024-11-18,-150.0,,2024-11-18,,268,-72.135052722729,2,,segmento-M
1290,48200487,125736,402853,2024-11-18,-150.0,,2024-11-18,,268,-25.676426431363986,2,,segmento-R
1291,48200487,125736,402853,2024-11-18,-150.0,,2024-11-18,,268,-52.12262888404971,2,,segmento-S
1292,48200490,125737,402853,2024-11-18,-100.0,,2024-11-18,,288,-0.043927974571537194,2,,segmento-D
1293,48200490,125737,402853,2024-11-18,-100.0,,2024-11-18,,288,-48.090035148485995,2,,segmento-M
1294,48200490,125737,402853,2024-11-18,-100.0,,2024-11-18,,288,-17.11761762090932,2,,segmento-R
1295,48200490,125737,402853,2024-11-18,-100.0,,2024-11-18,,288,-34.748419256033145,2,,segmento-S
1296,48199901,125736,433996,2024-11-01,-421.64,,2024-11-01,,268,-0.1852179119834294,2,,segmento-D
1297,48199901,125736,433996,2024-11-01,-421.64,,2024-11-01,,268,-202.76682420007637,2,,segmento-M
1298,48199901,125736,433996,2024-11-01,-421.64,,2024-11-01,,268,-72.17472293680207,2,,segmento-R
1299,48199901,125736,433996,2024-11-01,-421.64,,2024-11-01,,268,-146.51323495113814,2,,segmento-S
1300,48494986,125737,402853,2024-11-19,-898.75,2024-11-19,2024-11-20,,288,-0.3948026714616905,2,,segmento-D
1301,48494986,125737,402853,2024-11-19,-898.75,2024-11-19,2024-11-20,,288,-432.2091908970179,2,,segmento-M
1302,48494986,125737,402853,2024-11-19,-898.75,2024-11-19,2024-11-20,,288,-153.84458836792254,2,,segmento-R
1303,48494986,125737,402853,2024-11-19,-898.75,2024-11-19,2024-11-20,,288,-312.30141806359785,2,,segmento-S
1304,48609428,125736,402884,2024-12-16,-3974.0,2024-12-16,2024-11-25,,268,-1.745697709472888,2,,segmento-D
